,Date,ISIN,Security Description,Indicative Value Of Aggregate Holding Of FPIS (INR CR#),Outstanding Position Of Govt# Securities (INR CR#),Sec Holdings (%)
19314,22-Jun-2018,IN0020140011,08.60 GS 2028,4632.87000,84000.00000,5.52
19315,22-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19316,22-Jun-2018,IN0020150093,07.59 GS 2026,5019.74800,99000.00000,5.07
19317,22-Jun-2018,IN0020130038,07.28 GS 2019,2664.58900,53000.00000,5.03
19318,22-Jun-2018,IN0020150028,07.88 GS 2030,4220.86100,89000.00000,4.74
19319,22-Jun-2018,IN0020140060,08.15 GS 2026,3816.55000,86489.20600,4.41
19320,22-Jun-2018,IN0020090034,07.35 GS 2024,3579.89000,90168.02200,3.97
19321,22-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19322,22-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19323,22-Jun-2018,IN0020070069,08.28 GS 2027,3066.25000,89252.24000,3.44
19324,22-Jun-2018,IN0020160019,07.61 GS 2030,2809.56400,85000.00000,3.31
19325,22-Jun-2018,IN0020100015,07.80 GS 2020,2472.93000,75000.00000,3.30
19326,22-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19327,22-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19328,22-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19329,22-Jun-2018,IN0020130079,09.23 GS 2043,1540.40000,79472.28000,1.94
19330,22-Jun-2018,IN0020160035,06.97 GS 2026,1592.99800,91000.00000,1.75
19331,22-Jun-2018,IN0020150069,07.59 GS 2029,1513.11000,96236.79300,1.57
19332,22-Jun-2018,IN0020060078,08.24 GS 2027,1377.92500,93388.55000,1.48
19333,22-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19334,22-Jun-2018,IN0020120062,08.30 GS 2042,1089.15000,104529.44000,1.04
19335,22-Jun-2018,IN0020170042,06.68 GS 2031,895.10000,93251.70300,0.96
19336,22-Jun-2018,IN0020140078,08.17 GS 2044,807.29000,86000.00000,0.94
19337,22-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19338,22-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19339,22-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19340,22-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19341,22-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19342,22-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19343,22-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,66000.00000,0.56
19344,22-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19345,22-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19346,22-Jun-2018,IN0020040039,07.50 GS 2034,429.75000,90000.00000,0.48
19347,22-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,54000.00000,0.36
19348,22-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19349,22-Jun-2018,IN0020050012,07.40 GS 2035,165.00000,60245.00000,0.27
19350,22-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19351,22-Jun-2018,IN0020060086,08.28 GS 2032,163.00000,90687.11000,0.18
19352,22-Jun-2018,IN0020020106,07.95 GS 2032,100.00000,89000.00000,0.11
19353,22-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19354,22-Jun-2018,IN0020070044,08.32 GS 2032,14.00000,89434.05000,0.02
19355,21-Jun-2018,IN0020170026,06.79 GS 2027,8987.87500,121000.00000,7.43
19356,21-Jun-2018,IN0020140045,08.40 GS 2024,5305.46400,90000.00000,5.90
19357,21-Jun-2018,IN0020140011,08.60 GS 2028,4632.87000,84000.00000,5.52
19358,21-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19359,21-Jun-2018,IN0020150093,07.59 GS 2026,5019.74800,96000.00000,5.23
19360,21-Jun-2018,IN0020130038,07.28 GS 2019,2664.58900,53000.00000,5.03
19361,21-Jun-2018,IN0020150028,07.88 GS 2030,4220.86100,89000.00000,4.74
19362,21-Jun-2018,IN0020140060,08.15 GS 2026,3816.55000,86489.20600,4.41
19363,21-Jun-2018,IN0020090034,07.35 GS 2024,3606.61000,90168.02200,4.00
19364,21-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19365,21-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19366,21-Jun-2018,IN0020070069,08.28 GS 2027,3066.25000,89252.24000,3.44
19367,21-Jun-2018,IN0020160019,07.61 GS 2030,2809.56400,85000.00000,3.31
19368,21-Jun-2018,IN0020100015,07.80 GS 2020,2472.93000,75000.00000,3.30
19369,21-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19370,21-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19371,21-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19372,21-Jun-2018,IN0020130079,09.23 GS 2043,1540.40000,79472.28000,1.94
19373,21-Jun-2018,IN0020160035,06.97 GS 2026,1592.99800,91000.00000,1.75
19374,21-Jun-2018,IN0020150069,07.59 GS 2029,1513.11000,96236.79300,1.57
19375,21-Jun-2018,IN0020060078,08.24 GS 2027,1377.92500,93388.55000,1.48
19376,21-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19377,21-Jun-2018,IN0020120062,08.30 GS 2042,1089.15000,104529.44000,1.04
19378,21-Jun-2018,IN0020170042,06.68 GS 2031,895.10000,93251.70300,0.96
19379,21-Jun-2018,IN0020140078,08.17 GS 2044,807.29000,86000.00000,0.94
19380,21-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19381,21-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19382,21-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19383,21-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19384,21-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19385,21-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19386,21-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19387,21-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19388,21-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19389,21-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19390,21-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19391,21-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19392,21-Jun-2018,IN0020050012,07.40 GS 2035,165.00000,60245.00000,0.27
19393,21-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19394,21-Jun-2018,IN0020060086,08.28 GS 2032,163.00000,90687.11000,0.18
19395,21-Jun-2018,IN0020020106,07.95 GS 2032,100.00000,89000.00000,0.11
19396,21-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19397,21-Jun-2018,IN0020070044,08.32 GS 2032,14.00000,89434.05000,0.02
19398,20-Jun-2018,IN0020170026,06.79 GS 2027,8987.87500,121000.00000,7.43
19399,20-Jun-2018,IN0020140045,08.40 GS 2024,5305.46400,90000.00000,5.90
19400,20-Jun-2018,IN0020140011,08.60 GS 2028,4700.17100,84000.00000,5.60
19401,20-Jun-2018,IN0020150093,07.59 GS 2026,5039.74800,96000.00000,5.25
19402,20-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19403,20-Jun-2018,IN0020130038,07.28 GS 2019,2679.58900,53000.00000,5.06
19404,20-Jun-2018,IN0020150028,07.88 GS 2030,4470.86100,89000.00000,5.02
19405,20-Jun-2018,IN0020140060,08.15 GS 2026,3816.55000,86489.20600,4.41
19406,20-Jun-2018,IN0020090034,07.35 GS 2024,3606.61000,90168.02200,4.00
19407,20-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19408,20-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19409,20-Jun-2018,IN0020070069,08.28 GS 2027,3066.25000,89252.24000,3.44
19410,20-Jun-2018,IN0020170174,07.17 GS 2028,1756.63300,52000.00000,3.38
19411,20-Jun-2018,IN0020160019,07.61 GS 2030,2809.56400,85000.00000,3.31
19412,20-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19413,20-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19414,20-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19415,20-Jun-2018,IN0020130079,09.23 GS 2043,1540.40000,79472.28000,1.94
19416,20-Jun-2018,IN0020160035,06.97 GS 2026,1592.99800,91000.00000,1.75
19417,20-Jun-2018,IN0020150069,07.59 GS 2029,1513.11000,96236.79300,1.57
19418,20-Jun-2018,IN0020060078,08.24 GS 2027,1377.92500,93388.55000,1.48
19419,20-Jun-2018,IN0020120062,08.30 GS 2042,1338.32400,104529.44000,1.28
19420,20-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19421,20-Jun-2018,IN0020170042,06.68 GS 2031,945.10000,93251.70300,1.01
19422,20-Jun-2018,IN0020140078,08.17 GS 2044,807.29000,86000.00000,0.94
19423,20-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19424,20-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19425,20-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19426,20-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19427,20-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19428,20-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19429,20-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19430,20-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19431,20-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19432,20-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19433,20-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19434,20-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19435,20-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19436,20-Jun-2018,IN0020050012,07.40 GS 2035,165.00000,60245.00000,0.27
19437,20-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19438,20-Jun-2018,IN0020020106,07.95 GS 2032,100.00000,89000.00000,0.11
19439,20-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19440,20-Jun-2018,IN0020070044,08.32 GS 2032,14.00000,89434.05000,0.02
19441,19-Jun-2018,IN0020170026,06.79 GS 2027,8987.87500,121000.00000,7.43
19442,19-Jun-2018,IN0020140045,08.40 GS 2024,5305.46400,90000.00000,5.90
19443,19-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19444,19-Jun-2018,IN0020150093,07.59 GS 2026,5059.74800,96000.00000,5.27
19445,19-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19446,19-Jun-2018,IN0020130038,07.28 GS 2019,2679.58900,53000.00000,5.06
19447,19-Jun-2018,IN0020150028,07.88 GS 2030,4470.86100,89000.00000,5.02
19448,19-Jun-2018,IN0020140060,08.15 GS 2026,3836.55000,86489.20600,4.44
19449,19-Jun-2018,IN0020090034,07.35 GS 2024,3626.61000,90168.02200,4.02
19450,19-Jun-2018,IN0020170174,07.17 GS 2028,2036.63300,52000.00000,3.92
19451,19-Jun-2018,IN0020160019,07.61 GS 2030,3309.56400,85000.00000,3.89
19452,19-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19453,19-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19454,19-Jun-2018,IN0020070069,08.28 GS 2027,3066.25000,89252.24000,3.44
19455,19-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19456,19-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19457,19-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19458,19-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19459,19-Jun-2018,IN0020160035,06.97 GS 2026,1592.21800,91000.00000,1.75
19460,19-Jun-2018,IN0020150069,07.59 GS 2029,1513.11000,96236.79300,1.57
19461,19-Jun-2018,IN0020060078,08.24 GS 2027,1377.92500,93388.55000,1.48
19462,19-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19463,19-Jun-2018,IN0020170042,06.68 GS 2031,1075.10000,93251.70300,1.15
19464,19-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19465,19-Jun-2018,IN0020140078,08.17 GS 2044,807.29000,86000.00000,0.94
19466,19-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19467,19-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19468,19-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19469,19-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19470,19-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19471,19-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19472,19-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19473,19-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19474,19-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19475,19-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19476,19-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19477,19-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19478,19-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19479,19-Jun-2018,IN0020050012,07.40 GS 2035,165.00000,60245.00000,0.27
19480,19-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19481,19-Jun-2018,IN0020020106,07.95 GS 2032,100.00000,89000.00000,0.11
19482,19-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19483,19-Jun-2018,IN0020070044,08.32 GS 2032,14.00000,89434.05000,0.02
19484,18-Jun-2018,IN0020170026,06.79 GS 2027,8987.87500,121000.00000,7.43
19485,18-Jun-2018,IN0020140045,08.40 GS 2024,5327.43800,90000.00000,5.92
19486,18-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19487,18-Jun-2018,IN0020150093,07.59 GS 2026,5059.74800,96000.00000,5.27
19488,18-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19489,18-Jun-2018,IN0020130038,07.28 GS 2019,2684.58900,53000.00000,5.07
19490,18-Jun-2018,IN0020150028,07.88 GS 2030,4490.86100,89000.00000,5.05
19491,18-Jun-2018,IN0020140060,08.15 GS 2026,3836.55000,86489.20600,4.44
19492,18-Jun-2018,IN0020090034,07.35 GS 2024,3626.61000,90168.02200,4.02
19493,18-Jun-2018,IN0020160019,07.61 GS 2030,3334.56400,85000.00000,3.92
19494,18-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19495,18-Jun-2018,IN0020170174,07.17 GS 2028,2001.63300,52000.00000,3.85
19496,18-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19497,18-Jun-2018,IN0020070069,08.28 GS 2027,3066.25000,89252.24000,3.44
19498,18-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19499,18-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19500,18-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19501,18-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19502,18-Jun-2018,IN0020160035,06.97 GS 2026,1592.21800,91000.00000,1.75
19503,18-Jun-2018,IN0020150069,07.59 GS 2029,1513.11000,96236.79300,1.57
19504,18-Jun-2018,IN0020060078,08.24 GS 2027,1374.52500,93388.55000,1.47
19505,18-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19506,18-Jun-2018,IN0020170042,06.68 GS 2031,1075.10000,93251.70300,1.15
19507,18-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19508,18-Jun-2018,IN0020140078,08.17 GS 2044,807.29000,86000.00000,0.94
19509,18-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19510,18-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19511,18-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19512,18-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19513,18-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19514,18-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19515,18-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19516,18-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19517,18-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19518,18-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19519,18-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19520,18-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19521,18-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19522,18-Jun-2018,IN0020050012,07.40 GS 2035,165.00000,60245.00000,0.27
19523,18-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19524,18-Jun-2018,IN0020020106,07.95 GS 2032,100.00000,89000.00000,0.11
19525,18-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19526,18-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19527,15-Jun-2018,IN0020170026,06.79 GS 2027,8987.87500,121000.00000,7.43
19528,15-Jun-2018,IN0020140045,08.40 GS 2024,5348.33800,90000.00000,5.94
19529,15-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19530,15-Jun-2018,IN0020150093,07.59 GS 2026,5052.74800,96000.00000,5.26
19531,15-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19532,15-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19533,15-Jun-2018,IN0020130038,07.28 GS 2019,2689.58900,53000.00000,5.08
19534,15-Jun-2018,IN0020140060,08.15 GS 2026,3836.55000,86489.20600,4.44
19535,15-Jun-2018,IN0020090034,07.35 GS 2024,3626.61000,90168.02200,4.02
19536,15-Jun-2018,IN0020170174,07.17 GS 2028,2076.63300,52000.00000,3.99
19537,15-Jun-2018,IN0020160019,07.61 GS 2030,3334.56400,85000.00000,3.92
19538,15-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19539,15-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19540,15-Jun-2018,IN0020070069,08.28 GS 2027,3066.25000,89252.24000,3.44
19541,15-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19542,15-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19543,15-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19544,15-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19545,15-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19546,15-Jun-2018,IN0020150069,07.59 GS 2029,1513.11000,96236.79300,1.57
19547,15-Jun-2018,IN0020060078,08.24 GS 2027,1374.52500,93388.55000,1.47
19548,15-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19549,15-Jun-2018,IN0020170042,06.68 GS 2031,1122.10000,93251.70300,1.20
19550,15-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19551,15-Jun-2018,IN0020140078,08.17 GS 2044,807.29000,86000.00000,0.94
19552,15-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19553,15-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19554,15-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19555,15-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19556,15-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19557,15-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19558,15-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19559,15-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19560,15-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19561,15-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19562,15-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19563,15-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19564,15-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19565,15-Jun-2018,IN0020050012,07.40 GS 2035,165.00000,60245.00000,0.27
19566,15-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19567,15-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19568,15-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19569,15-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19570,14-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19571,14-Jun-2018,IN0020140045,08.40 GS 2024,5348.33800,90000.00000,5.94
19572,14-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19573,14-Jun-2018,IN0020150093,07.59 GS 2026,5052.74800,96000.00000,5.26
19574,14-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19575,14-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19576,14-Jun-2018,IN0020130038,07.28 GS 2019,2689.58900,53000.00000,5.08
19577,14-Jun-2018,IN0020140060,08.15 GS 2026,3836.55000,86489.20600,4.44
19578,14-Jun-2018,IN0020090034,07.35 GS 2024,3626.61000,90168.02200,4.02
19579,14-Jun-2018,IN0020170174,07.17 GS 2028,2076.63300,52000.00000,3.99
19580,14-Jun-2018,IN0020160019,07.61 GS 2030,3334.56400,85000.00000,3.92
19581,14-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19582,14-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19583,14-Jun-2018,IN0020070069,08.28 GS 2027,3081.25000,89252.24000,3.45
19584,14-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19585,14-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19586,14-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19587,14-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19588,14-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19589,14-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19590,14-Jun-2018,IN0020060078,08.24 GS 2027,1374.52500,93388.55000,1.47
19591,14-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19592,14-Jun-2018,IN0020170042,06.68 GS 2031,1117.10000,93251.70300,1.20
19593,14-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19594,14-Jun-2018,IN0020140078,08.17 GS 2044,807.29000,86000.00000,0.94
19595,14-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19596,14-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19597,14-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19598,14-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19599,14-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19600,14-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19601,14-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19602,14-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19603,14-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19604,14-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19605,14-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19606,14-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19607,14-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19608,14-Jun-2018,IN0020050012,07.40 GS 2035,165.00000,60245.00000,0.27
19609,14-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19610,14-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19611,14-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19612,14-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19613,13-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19614,13-Jun-2018,IN0020140045,08.40 GS 2024,5368.33800,90000.00000,5.97
19615,13-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19616,13-Jun-2018,IN0020150093,07.59 GS 2026,5052.74800,96000.00000,5.26
19617,13-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19618,13-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19619,13-Jun-2018,IN0020130038,07.28 GS 2019,2690.78900,53000.00000,5.08
19620,13-Jun-2018,IN0020140060,08.15 GS 2026,3836.55000,86489.20600,4.44
19621,13-Jun-2018,IN0020090034,07.35 GS 2024,3760.01000,90168.02200,4.17
19622,13-Jun-2018,IN0020160019,07.61 GS 2030,3334.56400,85000.00000,3.92
19623,13-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19624,13-Jun-2018,IN0020170174,07.17 GS 2028,1940.63300,52000.00000,3.73
