,Date,ISIN,Security Description,Indicative Value Of Aggregate Holding Of FPIS (INR CR#),Outstanding Position Of Govt# Securities (INR CR#),Sec Holdings (%)
19625,13-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19626,13-Jun-2018,IN0020070069,08.28 GS 2027,3085.35000,89252.24000,3.46
19627,13-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19628,13-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19629,13-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19630,13-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19631,13-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19632,13-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19633,13-Jun-2018,IN0020060078,08.24 GS 2027,1374.52500,93388.55000,1.47
19634,13-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19635,13-Jun-2018,IN0020170042,06.68 GS 2031,1092.10000,93251.70300,1.17
19636,13-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19637,13-Jun-2018,IN0020140078,08.17 GS 2044,809.04000,86000.00000,0.94
19638,13-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19639,13-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19640,13-Jun-2018,IN0020060318,07.94 GS 2021,429.80000,49425.00000,0.87
19641,13-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19642,13-Jun-2018,IN0020160118,06.79 GS 2029,748.55000,118801.12300,0.63
19643,13-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19644,13-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19645,13-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19646,13-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19647,13-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19648,13-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19649,13-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19650,13-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19651,13-Jun-2018,IN0020050012,07.40 GS 2035,173.05000,60245.00000,0.29
19652,13-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19653,13-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19654,13-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19655,13-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19656,12-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19657,12-Jun-2018,IN0020140045,08.40 GS 2024,5367.49800,90000.00000,5.96
19658,12-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19659,12-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19660,12-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19661,12-Jun-2018,IN0020130038,07.28 GS 2019,2700.78900,53000.00000,5.10
19662,12-Jun-2018,IN0020150093,07.59 GS 2026,4527.74800,96000.00000,4.72
19663,12-Jun-2018,IN0020140060,08.15 GS 2026,3836.55000,86489.20600,4.44
19664,12-Jun-2018,IN0020090034,07.35 GS 2024,3760.01000,90168.02200,4.17
19665,12-Jun-2018,IN0020160019,07.61 GS 2030,3334.56400,85000.00000,3.92
19666,12-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19667,12-Jun-2018,IN0020170174,07.17 GS 2028,1941.28300,52000.00000,3.73
19668,12-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19669,12-Jun-2018,IN0020070069,08.28 GS 2027,3085.35000,89252.24000,3.46
19670,12-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19671,12-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19672,12-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19673,12-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19674,12-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19675,12-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19676,12-Jun-2018,IN0020060078,08.24 GS 2027,1374.52500,93388.55000,1.47
19677,12-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19678,12-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19679,12-Jun-2018,IN0020170042,06.68 GS 2031,1042.10000,93251.70300,1.12
19680,12-Jun-2018,IN0020140078,08.17 GS 2044,809.04000,86000.00000,0.94
19681,12-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19682,12-Jun-2018,IN0020150051,07.73 GS 2034,871.23500,100000.00000,0.87
19683,12-Jun-2018,IN0020060318,07.94 GS 2021,429.80000,49425.00000,0.87
19684,12-Jun-2018,IN0020160118,06.79 GS 2029,948.55000,118801.12300,0.80
19685,12-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19686,12-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19687,12-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19688,12-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19689,12-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19690,12-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19691,12-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19692,12-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19693,12-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19694,12-Jun-2018,IN0020050012,07.40 GS 2035,173.05000,60245.00000,0.29
19695,12-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19696,12-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19697,12-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19698,12-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19699,11-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19700,11-Jun-2018,IN0020140045,08.40 GS 2024,5389.89800,90000.00000,5.99
19701,11-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19702,11-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19703,11-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19704,11-Jun-2018,IN0020130038,07.28 GS 2019,2700.78900,53000.00000,5.10
19705,11-Jun-2018,IN0020140060,08.15 GS 2026,3836.55000,86489.20600,4.44
19706,11-Jun-2018,IN0020150093,07.59 GS 2026,4165.74800,96000.00000,4.34
19707,11-Jun-2018,IN0020090034,07.35 GS 2024,3760.01000,90168.02200,4.17
19708,11-Jun-2018,IN0020160019,07.61 GS 2030,3334.56400,85000.00000,3.92
19709,11-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19710,11-Jun-2018,IN0020170174,07.17 GS 2028,1991.28300,52000.00000,3.83
19711,11-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19712,11-Jun-2018,IN0020070069,08.28 GS 2027,3085.35000,89252.24000,3.46
19713,11-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19714,11-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19715,11-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19716,11-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19717,11-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19718,11-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19719,11-Jun-2018,IN0020060078,08.24 GS 2027,1394.52500,93388.55000,1.49
19720,11-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19721,11-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19722,11-Jun-2018,IN0020170042,06.68 GS 2031,1042.10000,93251.70300,1.12
19723,11-Jun-2018,IN0020140078,08.17 GS 2044,809.04000,86000.00000,0.94
19724,11-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19725,11-Jun-2018,IN0020060318,07.94 GS 2021,429.80000,49425.00000,0.87
19726,11-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19727,11-Jun-2018,IN0020160118,06.79 GS 2029,948.55000,118801.12300,0.80
19728,11-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19729,11-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19730,11-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19731,11-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19732,11-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19733,11-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19734,11-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19735,11-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19736,11-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19737,11-Jun-2018,IN0020050012,07.40 GS 2035,173.05000,60245.00000,0.29
19738,11-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19739,11-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19740,11-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19741,11-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19742,08-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19743,08-Jun-2018,IN0020140045,08.40 GS 2024,5389.89800,90000.00000,5.99
19744,08-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19745,08-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19746,08-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19747,08-Jun-2018,IN0020130038,07.28 GS 2019,2700.78900,53000.00000,5.10
19748,08-Jun-2018,IN0020140060,08.15 GS 2026,3936.55000,86489.20600,4.55
19749,08-Jun-2018,IN0020150093,07.59 GS 2026,4161.34800,96000.00000,4.34
19750,08-Jun-2018,IN0020090034,07.35 GS 2024,3762.03000,90168.02200,4.17
19751,08-Jun-2018,IN0020160019,07.61 GS 2030,3334.56400,85000.00000,3.92
19752,08-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19753,08-Jun-2018,IN0020170174,07.17 GS 2028,1911.28300,52000.00000,3.68
19754,08-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19755,08-Jun-2018,IN0020070069,08.28 GS 2027,3085.35000,89252.24000,3.46
19756,08-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19757,08-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19758,08-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19759,08-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19760,08-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19761,08-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19762,08-Jun-2018,IN0020060078,08.24 GS 2027,1394.52500,93388.55000,1.49
19763,08-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19764,08-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19765,08-Jun-2018,IN0020170042,06.68 GS 2031,942.10000,93251.70300,1.01
19766,08-Jun-2018,IN0020140078,08.17 GS 2044,809.04000,86000.00000,0.94
19767,08-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19768,08-Jun-2018,IN0020060318,07.94 GS 2021,429.80000,49425.00000,0.87
19769,08-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19770,08-Jun-2018,IN0020160118,06.79 GS 2029,948.55000,118801.12300,0.80
19771,08-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19772,08-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19773,08-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19774,08-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19775,08-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19776,08-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19777,08-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,76000.00000,0.48
19778,08-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19779,08-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19780,08-Jun-2018,IN0020050012,07.40 GS 2035,173.05000,60245.00000,0.29
19781,08-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19782,08-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19783,08-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19784,08-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19785,07-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19786,07-Jun-2018,IN0020140045,08.40 GS 2024,5389.89800,90000.00000,5.99
19787,07-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19788,07-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19789,07-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19790,07-Jun-2018,IN0020130038,07.28 GS 2019,2710.78900,53000.00000,5.12
19791,07-Jun-2018,IN0020140060,08.15 GS 2026,3936.55000,86489.20600,4.55
19792,07-Jun-2018,IN0020150093,07.59 GS 2026,4161.34800,96000.00000,4.34
19793,07-Jun-2018,IN0020090034,07.35 GS 2024,3752.03000,90168.02200,4.16
19794,07-Jun-2018,IN0020160019,07.61 GS 2030,3535.85400,85000.00000,4.16
19795,07-Jun-2018,IN0020170174,07.17 GS 2028,1890.28300,48000.00000,3.94
19796,07-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19797,07-Jun-2018,IN0020070069,08.28 GS 2027,3099.35000,89252.24000,3.47
19798,07-Jun-2018,IN0020120039,08.33 GS 2026,3124.41000,90000.00000,3.47
19799,07-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19800,07-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19801,07-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19802,07-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19803,07-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19804,07-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19805,07-Jun-2018,IN0020060078,08.24 GS 2027,1394.52500,93388.55000,1.49
19806,07-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19807,07-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19808,07-Jun-2018,IN0020170042,06.68 GS 2031,942.10000,93251.70300,1.01
19809,07-Jun-2018,IN0020140078,08.17 GS 2044,809.04000,86000.00000,0.94
19810,07-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19811,07-Jun-2018,IN0020060318,07.94 GS 2021,429.80000,49425.00000,0.87
19812,07-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19813,07-Jun-2018,IN0020160118,06.79 GS 2029,948.55000,118801.12300,0.80
19814,07-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19815,07-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19816,07-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19817,07-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19818,07-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19819,07-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19820,07-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,73000.00000,0.50
19821,07-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19822,07-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19823,07-Jun-2018,IN0020050012,07.40 GS 2035,173.05000,58245.00000,0.30
19824,07-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19825,07-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19826,07-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19827,07-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19828,06-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19829,06-Jun-2018,IN0020140045,08.40 GS 2024,5389.89800,90000.00000,5.99
19830,06-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19831,06-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19832,06-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19833,06-Jun-2018,IN0020130038,07.28 GS 2019,2713.78900,53000.00000,5.12
19834,06-Jun-2018,IN0020140060,08.15 GS 2026,3936.55000,86489.20600,4.55
19835,06-Jun-2018,IN0020150093,07.59 GS 2026,4161.34800,96000.00000,4.34
19836,06-Jun-2018,IN0020090034,07.35 GS 2024,3752.03000,90168.02200,4.16
19837,06-Jun-2018,IN0020160019,07.61 GS 2030,3535.85400,85000.00000,4.16
19838,06-Jun-2018,IN0020170174,07.17 GS 2028,1900.73300,48000.00000,3.96
19839,06-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19840,06-Jun-2018,IN0020120039,08.33 GS 2026,3134.41000,90000.00000,3.48
19841,06-Jun-2018,IN0020070069,08.28 GS 2027,3099.35000,89252.24000,3.47
19842,06-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19843,06-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19844,06-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19845,06-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19846,06-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19847,06-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19848,06-Jun-2018,IN0020060078,08.24 GS 2027,1394.52500,93388.55000,1.49
19849,06-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19850,06-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19851,06-Jun-2018,IN0020170042,06.68 GS 2031,942.10000,93251.70300,1.01
19852,06-Jun-2018,IN0020140078,08.17 GS 2044,809.04000,86000.00000,0.94
19853,06-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19854,06-Jun-2018,IN0020060318,07.94 GS 2021,429.80000,49425.00000,0.87
19855,06-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19856,06-Jun-2018,IN0020160118,06.79 GS 2029,948.55000,118801.12300,0.80
19857,06-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19858,06-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19859,06-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19860,06-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19861,06-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19862,06-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19863,06-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,73000.00000,0.50
19864,06-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19865,06-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19866,06-Jun-2018,IN0020050012,07.40 GS 2035,173.05000,58245.00000,0.30
19867,06-Jun-2018,IN0020140052,08.24 GS 2033,220.37200,87275.00000,0.25
19868,06-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19869,06-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19870,06-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19871,05-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19872,05-Jun-2018,IN0020140045,08.40 GS 2024,5389.89800,90000.00000,5.99
19873,05-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19874,05-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19875,05-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19876,05-Jun-2018,IN0020130038,07.28 GS 2019,2713.78900,53000.00000,5.12
19877,05-Jun-2018,IN0020140060,08.15 GS 2026,3936.55000,86489.20600,4.55
19878,05-Jun-2018,IN0020150093,07.59 GS 2026,4161.34800,96000.00000,4.34
19879,05-Jun-2018,IN0020160019,07.61 GS 2030,3535.85400,85000.00000,4.16
19880,05-Jun-2018,IN0020090034,07.35 GS 2024,3751.29000,90168.02200,4.16
19881,05-Jun-2018,IN0020170174,07.17 GS 2028,1961.18300,48000.00000,4.09
19882,05-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19883,05-Jun-2018,IN0020120039,08.33 GS 2026,3134.41000,90000.00000,3.48
19884,05-Jun-2018,IN0020070069,08.28 GS 2027,3099.35000,89252.24000,3.47
19885,05-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19886,05-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19887,05-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19888,05-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19889,05-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19890,05-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
19891,05-Jun-2018,IN0020060078,08.24 GS 2027,1394.52500,93388.55000,1.49
19892,05-Jun-2018,IN0020120062,08.30 GS 2042,1438.32400,104529.44000,1.38
19893,05-Jun-2018,IN0020110055,08.97 GS 2030,1024.00000,90000.00000,1.14
19894,05-Jun-2018,IN0020170042,06.68 GS 2031,942.10000,93251.70300,1.01
19895,05-Jun-2018,IN0020140078,08.17 GS 2044,809.04000,86000.00000,0.94
19896,05-Jun-2018,IN0020089069,06.90 OIL SPL 2026,200.00000,21942.00000,0.91
19897,05-Jun-2018,IN0020060318,07.94 GS 2021,429.80000,49425.00000,0.87
19898,05-Jun-2018,IN0020070036,08.26 GS 2027,630.00000,73427.32900,0.86
19899,05-Jun-2018,IN0020160118,06.79 GS 2029,948.55000,118801.12300,0.80
19900,05-Jun-2018,IN0020060045,08.33 GS 2036,601.60000,86000.00000,0.70
19901,05-Jun-2018,IN0020100031,08.30 GS 2040,552.85000,90000.00000,0.61
19902,05-Jun-2018,IN0020160068,07.06 GS 2046,369.05500,64000.00000,0.58
19903,05-Jun-2018,IN0020040039,07.50 GS 2034,479.75000,90000.00000,0.53
19904,05-Jun-2018,IN0020060086,08.28 GS 2032,483.00000,90687.11000,0.53
19905,05-Jun-2018,IN0020130053,09.20 GS 2030,322.03900,61884.55000,0.52
19906,05-Jun-2018,IN0020150044,08.13 GS 2045,362.73500,73000.00000,0.50
19907,05-Jun-2018,IN0020160100,06.57 GS 2033,195.00000,52000.00000,0.38
19908,05-Jun-2018,IN0020110063,08.83 GS 2041,279.90000,90000.00000,0.31
19909,05-Jun-2018,IN0020050012,07.40 GS 2035,173.05000,58245.00000,0.30
19910,05-Jun-2018,IN0020140052,08.24 GS 2033,218.37200,87275.00000,0.25
19911,05-Jun-2018,IN0020020106,07.95 GS 2032,102.00000,89000.00000,0.12
19912,05-Jun-2018,IN0020090042,06.90 GS 2019,30.36300,45000.00000,0.07
19913,05-Jun-2018,IN0020070044,08.32 GS 2032,18.00000,89434.05000,0.02
19914,04-Jun-2018,IN0020110048,09.15 GS 2024,6899.59300,92000.00000,7.50
19915,04-Jun-2018,IN0020140045,08.40 GS 2024,5389.89800,90000.00000,5.99
19916,04-Jun-2018,IN0020140011,08.60 GS 2028,4750.17100,84000.00000,5.66
19917,04-Jun-2018,IN0020070051,08.13 GS 2022,3689.38500,70495.28000,5.23
19918,04-Jun-2018,IN0020150028,07.88 GS 2030,4613.71900,89000.00000,5.18
19919,04-Jun-2018,IN0020130038,07.28 GS 2019,2733.78900,53000.00000,5.16
19920,04-Jun-2018,IN0020140060,08.15 GS 2026,3936.55000,86489.20600,4.55
19921,04-Jun-2018,IN0020170174,07.17 GS 2028,2161.18300,48000.00000,4.50
19922,04-Jun-2018,IN0020090034,07.35 GS 2024,3751.29000,90168.02200,4.16
19923,04-Jun-2018,IN0020160019,07.61 GS 2030,3535.85400,85000.00000,4.16
19924,04-Jun-2018,IN0020150093,07.59 GS 2026,3808.34800,96000.00000,3.97
19925,04-Jun-2018,IN0020092071,GOI FRB 2020,505.00000,13000.00000,3.89
19926,04-Jun-2018,IN0020120039,08.33 GS 2026,3134.41000,90000.00000,3.48
19927,04-Jun-2018,IN0020070069,08.28 GS 2027,3099.35000,89252.24000,3.47
19928,04-Jun-2018,IN0020110071,08.19 GS 2020,1659.38300,74000.00000,2.24
19929,04-Jun-2018,IN0020130079,09.23 GS 2043,1742.60000,79472.28000,2.19
19930,04-Jun-2018,IN0020020171,06.35 GS 2020,1240.01400,61000.00000,2.03
19931,04-Jun-2018,IN0020120047,08.20 GS 2025,1801.50000,90000.00000,2.00
19932,04-Jun-2018,IN0020160035,06.97 GS 2026,1712.21800,91000.00000,1.88
19933,04-Jun-2018,IN0020150069,07.59 GS 2029,1673.61000,96236.79300,1.74
